ROI,FA_mean,MD_mean,RD_mean,AD_mean
Precentral_L,0.47375689431473855,0.0007794026813164236,0.00062726247489803,0.0010836830941532113
Precentral_R,0.5170916809744841,0.0007580389780945507,0.0005837911385297741,0.0011065346572241043
Frontal_Sup_L,0.33539603250724054,0.0012711602940662407,0.0011275676992900895,0.0015583454836185433
Frontal_Sup_R,0.3322657451373285,0.0012640173398954513,0.0011225292557712594,0.0015469935081438356
Frontal_Sup_Orb_L,0.2596478407753897,0.001037198382299092,0.0009169999574020914,0.001277595232093093
Frontal_Sup_Orb_R,0.2003876198336325,0.0014731097373965232,0.0013639688740823858,0.001691391464024798
Frontal_Mid_L,0.41301257183296336,0.0009636159948992731,0.0008164225919106418,0.001258002800876536
Frontal_Mid_R,0.3964915303321297,0.0010900236190820932,0.0009448310386133904,0.001380408780019499
Frontal_Mid_Orb_L,0.20827710085283913,0.0012567360912060194,0.0011543889693390878,0.0014614303349398824
Frontal_Mid_Orb_R,0.2192965955581811,0.001113241072210843,0.0010142618944823823,0.001311199427667765
Frontal_Inf_Oper_L,0.2779625136976691,0.0011934256088852087,0.0010742516953937185,0.0014317734358681889
Frontal_Inf_Oper_R,0.26652881761404773,0.0013624454972479922,0.0012307524889072663,0.0016258315139294438
Frontal_Inf_Tri_L,0.26409679126847785,0.0013326900062796544,0.0012077666631730957,0.001582536692492771
Frontal_Inf_Tri_R,0.25658786682996715,0.0014094280651338704,0.0012811084395994746,0.001666067316202662
Frontal_Inf_Orb_L,0.19778869918521633,0.0013596390658516411,0.0012571322661853845,0.0015646526651841553
Frontal_Inf_Orb_R,0.1975035512651701,0.0014643930284952264,0.0013537470230027507,0.0016856850394801782
Rolandic_Oper_L,0.1841440633609027,0.0012845646192004734,0.0011972178084677272,0.0014592582406659656
Rolandic_Oper_R,0.17637081341661537,0.0014406919665444396,0.0013366070956595986,0.0016488617083141215
Supp_Motor_Area_L,0.4323898784599383,0.0011152621373517438,0.0009420246037447326,0.0014617372045657667
Supp_Motor_Area_R,0.45663301772446097,0.0008903442417511138,0.0007389209808087429,0.0011931907636358553
Olfactory_L,0.2516223311545175,0.0021272108526894993,0.0019574183220185883,0.0024667959140313228
Olfactory_R,0.199439204627294,0.0024148546048470497,0.0022252418748005126,0.0027940800649401245
Frontal_Sup_Medial_L,0.27831272564161014,0.001279723961366614,0.00114851047991675,0.0015421509242663416
Frontal_Sup_Medial_R,0.2888836245491726,0.001394840716769991,0.00126801093410855,0.0016485002820928727
Frontal_Med_Orb_L,0.2551713576386319,0.001296849986899006,0.001168538521007611,0.001553472918681796
