ROI,FA_mean,MD_mean,RD_mean,AD_mean
Precentral_L,0.3013822364753933,0.0017665140236014462,0.0015206416994835092,0.00225825867183732
Precentral_R,0.22487929105422136,0.0018021124246430605,0.0015557053309858497,0.002294926611957482
Frontal_Sup_L,0.23241190490611513,0.001534501961190216,0.0013607012257033188,0.0018821034321640096
Frontal_Sup_R,0.2090935924306027,0.0017881122685500894,0.001608129272871983,0.0021480782599063025
Frontal_Sup_Orb_L,0.3905309565660449,0.0012206233681102325,0.0010293203780431875,0.0016032293482443228
Frontal_Sup_Orb_R,0.47669568594745715,0.001118452310867743,0.0009103402997361907,0.0015346763331308471
Frontal_Mid_L,0.18089360927633588,0.0018948650146933743,0.0017272982629191337,0.002229998518241855
Frontal_Mid_R,0.23592361060071118,0.001369989581711241,0.0012165713365402465,0.0016768260720532297
Frontal_Mid_Orb_L,0.4546661524367919,0.0005943346732143999,0.00046242923695835245,0.0008581455457264947
Frontal_Mid_Orb_R,0.4027550029834841,0.0009666308033504768,0.0007979838171228485,0.0013039247758057332
Frontal_Inf_Oper_L,0.26556998520288927,0.0012865831491194533,0.0011409002366069225,0.0015779489741445142
Frontal_Inf_Oper_R,0.2389308125773309,0.001258601682611357,0.0011197999811010909,0.00153620508563189
Frontal_Inf_Tri_L,0.29907961887308615,0.001326653742678343,0.0011654046334951087,0.0016491519610448118
Frontal_Inf_Tri_R,0.2359860847910309,0.0013567223938031432,0.0012163961645235961,0.001637374852362238
Frontal_Inf_Orb_L,0.4361234642832387,0.0008658332355776904,0.0007189569122842435,0.0011595858821645845
Frontal_Inf_Orb_R,0.35268191448778097,0.0011703266597766328,0.0009933252963309385,0.001524329386668021
Rolandic_Oper_L,0.22239202410658282,0.0013465983423840541,0.0012155919092015598,0.0016086112087490417
Rolandic_Oper_R,0.22917920750040105,0.0011438219262727698,0.0010232190942637423,0.0013850275902908247
Supp_Motor_Area_L,0.2157166683227564,0.0020578104624630984,0.0018207721496928694,0.0025318870880035554
Supp_Motor_Area_R,0.18677535455952327,0.0020367643606245935,0.001829347755784425,0.0024515975703049316
Olfactory_L,0.31621705164110053,0.0013068888556449312,0.0010988153303698475,0.001723035906195098
Olfactory_R,0.4369484822011022,0.0012538694659035153,0.0009999961977320941,0.0017616160022463584
Frontal_Sup_Medial_L,0.23633736314977954,0.0014195869284818411,0.0012715907391582571,0.0017155793071290096
Frontal_Sup_Medial_R,0.18737554354585217,0.001647049382727648,0.0015005179703968872,0.0019401122073891702
Frontal_Med_Orb_L,0.4547214968103504,0.0011480494081594701,0.0009375536937896069,0.0015690408368991965
Frontal_Med_Orb_R,0.30025032192970225,0.0013359596724384101,0.0011592654795726635,0.001689348058169903
Rectus_L,0.3488078105389654,0.0014197376399719967,0.0012131936645191409,0.001832825590877708
Rectus_R,0.3689314782185524,0.0011717881141119766,0.0009782155732082506,0.0015589331959194287
Insula_L,0.24391770276090374,0.0014289491571475481,0.0012690230728552667,0.001748801325732111
Insula_R,0.32023717077861374,0.00138692402193519,0.0011851061610131696,0.0017905597437792309
Cingulum_Ant_L,0.17856153395889865,0.0018592020929370664,0.0017309776816158394,0.00211565091557952
Cingulum_Ant_R,0.21537449860711463,0.0023078977662055007,0.002097971930048982,0.0027277494385185394
Cingulum_Mid_L,0.19967059539803786,0.0015109601304423162,0.0013764849686546813,0.0017799104540175863
Cingulum_Mid_R,0.1728787496612396,0.0018088826796999493,0.0016530113481673277,0.002120625342765192
Cingulum_Post_L,0.20532122766744984,0.0014066495727636844,0.0012704947750816526,0.0016789591681277477
Cingulum_Post_R,0.1379940783436903,0.0016828939378958415,0.001576058840838891,0.0018965641320097437
Hippocampus_L,0.2540969082653436,0.0012915702279179455,0.0011306822570921536,0.0016133461695695289
Hippocampus_R,0.2670157301059881,0.0012923032416439376,0.0011238207378934388,0.001629268249144935
ParaHippocampal_L,0.2444399137415259,0.00105010807927813,0.0009179573796716918,0.0013144094784910056
ParaHippocampal_R,0.2642321604534104,0.001086957885361522,0.0009353820686858647,0.0013901095187128366
Amygdala_L,0.17897295346460543,0.0013656681351189954,0.001245650305095247,0.0016057037951664917
Amygdala_R,0.22253719850229128,0.0013239113204410067,0.0011614412946526842,0.001648851372017651
Calcarine_L,0.4899213477206709,0.001062111968137148,0.0008468973314614427,0.0014925412414885585
Calcarine_R,0.40684052889096456,0.0012686567970971049,0.00106370558095745,0.0016785592293764146
Cuneus_L,0.3151317959891779,0.0015154146066014569,0.001314431849890878,0.0019173801200226158
Cuneus_R,0.4706353453522978,0.001067077552152382,0.000867376398137281,0.0014664798601825844
Lingual_L,0.3985779232549398,0.0011545006198374784,0.000953370420114494,0.0015567610192834468
Lingual_R,0.4044892774385485,0.0010469824501950315,0.0008602622502170052,0.0014204228501510838
Occipital_Sup_L,0.6593389926251229,0.0007665212895615022,0.0004355393479689832,0.0014284851727465403
Occipital_Mid_L,0.7216634711547179,0.00032042947232003313,0.00012409416454931528,0.0007131000878614689
Occipital_Mid_R,0.6889857950775413,0.0004163002371793943,0.0001717968851649169,0.0009053069412083491
Occipital_Inf_L,0.7017673001737312,0.000355829950745503,0.0001496837853016819,0.0007681222816331452
Occipital_Inf_R,0.6524015752147299,0.0005385282950520268,0.00030231812178480575,0.0010109486415864689
Fusiform_L,0.36477935158663305,0.0010790633943817112,0.0009023902504925324,0.0014324096821600686
Fusiform_R,0.2994911050900223,0.0011285047558307786,0.0009651363164075406,0.0014552416346772545
Postcentral_L,0.4009342416591911,0.0014281415088952005,0.0012055793303853567,0.0018732658659148867
Postcentral_R,0.22383972536297686,0.002090402669434906,0.0017940151046956006,0.0026831777989135166
Parietal_Inf_L,0.5061561249862504,0.0010755984930993954,0.0008664551391954968,0.0014938852009071918
Parietal_Inf_R,0.40823581928412905,0.0026719870802501175,0.0020320503678550937,0.003951860505040165
SupraMarginal_L,0.5252058577965418,0.0008757906019150171,0.0006825919438858745,0.0012621879179733019
SupraMarginal_R,0.2806964695568199,0.0022201508719612776,0.0019002874866849994,0.0028598776425138345
Angular_L,0.6087464733570183,0.0006138526220578225,0.00040593082383425086,0.0010296962185049655
Angular_R,0.28175793426920803,0.0023186365810734105,0.0020257078856083634,0.0029044939720035043
Precuneus_L,0.18989733963817668,0.001841907007925306,0.0016785891338867895,0.0021685427560023387
Precuneus_R,0.18466101736002852,0.0020642001089375404,0.0018783066032020334,0.002435987120408556
Paracentral_Lobule_L,0.20014768824956222,0.002219022938712425,0.0019408587409025404,0.0027753513343321936
Paracentral_Lobule_R,0.25559290204294316,0.002268644933975129,0.0018937349547224328,0.0030184648924805203
Caudate_L,0.408249248493793,0.0012683688057419592,0.0010333892495197944,0.0017383279181862896
Caudate_R,0.2690079708205553,0.001788847941238738,0.0015801513322016097,0.0022062411593129945
Putamen_L,0.31236209890504146,0.001473866721678605,0.0012551793888339773,0.0019112413873678604
Putamen_R,0.251896094714965,0.0017652573175596853,0.0015901094518570376,0.00211555304896498
Pallidum_L,0.20710639216010676,0.0018811545155145637,0.0016903555841209059,0.0022627523783018797
Pallidum_R,0.17134127901391744,0.0022454191395750874,0.00206298848458708,0.002610280449551103
Thalamus_L,0.21157850629224656,0.002108703303942008,0.0019271501892030491,0.002471809533419926
Thalamus_R,0.31663097785787564,0.0012350874408996553,0.0010369447194705252,0.0016313728837579154
Heschl_L,0.19273305577948516,0.0013376127857349532,0.0012341193507023718,0.0015445996558001158
Heschl_R,0.2037569658836647,0.0010526321785352935,0.0009493321491597111,0.0012592322372864582
Temporal_Sup_L,0.4524880055577653,0.0009897580954161937,0.0007947307427916322,0.0013798128006653168
Temporal_Sup_R,0.21739210845620816,0.0014303333538113585,0.0012711001065343693,0.0017487998483653373
Temporal_Pole_Sup_L,0.4089849136900854,0.0008710013947608689,0.0007280563950164107,0.0011568913942497853
Temporal_Pole_Sup_R,0.2818421602851392,0.001182684574306071,0.0010342607925759664,0.0014795321377662801
Temporal_Mid_L,0.5966794524433294,0.0006236250768560521,0.0004313839071618296,0.001008107416244497
Temporal_Mid_R,0.33421564886510013,0.0012558473062177842,0.001068495528578162,0.0016305508614970297
Temporal_Pole_Mid_L,0.4360845656632934,0.0008722159300157224,0.0007069631255924418,0.001202721538862283
Temporal_Pole_Mid_R,0.3299859390750504,0.0010512244139087665,0.0009081429513849631,0.0013373873389563734
Temporal_Inf_L,0.5446420977454571,0.0007402862477145838,0.000548897068105563,0.0011230646069326253
Temporal_Inf_R,0.3378283633034663,0.0011576074867716724,0.0009824120850053927,0.0015079982903042312
Cerebelum_Crus1_L,0.6007336652130321,0.0006321710430001109,0.0004242139844219753,0.0010480851601563823
Cerebelum_Crus1_R,0.5372518502550226,0.0008385304357523533,0.0006207640863978907,0.0012740631344612787
Cerebelum_Crus2_L,0.60535169375951,0.000569765864502482,0.00037391715026583686,0.0009614632929757724
Cerebelum_Crus2_R,0.5462417882879084,0.0007444203877840005,0.0005381689817667146,0.0011569231998185723
Cerebelum_3_L,0.19118764318499898,0.001048808721228163,0.0009529269511342404,0.0012405722614160077
Cerebelum_3_R,0.14990824539095987,0.001233070090952513,0.0011483166919874577,0.001402576888882624
Cerebelum_4_5_L,0.27840658147053654,0.0010104871090725618,0.0008810954802207975,0.0012692703667760896
Cerebelum_4_5_R,0.239888217668057,0.0011493462493169138,0.0010200866848380427,0.0014078653782746559
Cerebelum_6_L,0.3384974386960813,0.001323624416488355,0.0011122592847281397,0.001746354680008785
Cerebelum_6_R,0.289353427899019,0.001339189440417326,0.0011499758918469734,0.0017176165375580304
Cerebelum_7b_L,0.5298533714653728,0.0007216267984358986,0.0005252736220678037,0.001114333151172089
Cerebelum_7b_R,0.5295082864824011,0.0007579751551432578,0.0005576972410349408,0.0011585309833598918
Cerebelum_8_L,0.5638196176162986,0.00048265688103616566,0.00030616043872451617,0.0008356497656594644
Cerebelum_8_R,0.49089367357082375,0.00063522609747732,0.00046329846000052276,0.0009790813724309146
Cerebelum_9_L,0.45901935538376193,0.0002427839196483223,0.000139005967196967,0.0004503398245510329
Cerebelum_9_R,0.37610281537646223,0.00024531735980671117,0.00016630538938186028,0.0004033413006564131
Cerebelum_10_L,0.5710176593099053,0.00037483731375430806,0.0002464781776425944,0.0006315555859777354
Cerebelum_10_R,0.41700935189874355,0.0009091168376187059,0.0007578369360382388,0.00121167664077964
Vermis_1_2,0.17356239537829002,0.001098161871520536,0.0010149107953292785,0.0012646640239030507
Vermis_3,0.1669846425005279,0.0011867179124666896,0.0011010138358461831,0.0013581260657077017
Vermis_4_5,0.16425567309631153,0.0013938161628817849,0.001283139472601523,0.0016151695434423081
Vermis_6,0.35092381433352504,0.0014913744336284617,0.0012669858109735867,0.0019401516789382103
Vermis_7,0.49054458807216467,0.0009077493232098491,0.0007070284524298808,0.0013091910647697858
Vermis_8,0.5029510117233763,0.0008329276804345061,0.0006250194911636907,0.0012487440589761373
Vermis_9,0.5899739930191951,0.000515483146244571,0.0003439127666240697,0.0008586239054855735
Vermis_10,0.3946247493409202,0.0009753867647210983,0.0008212200116686266,0.0012837202708260414
